Combo_ID,LEN
345302111582201,22.0
345310110062501,77.0
345635110173801,22.0
345801114082801,31.0
350356112413901,36.0
350633114103701,74.0
350814112452701,41.0
351120114320001,18.0
351556111430401,87.0
351712113065401,31.0
352135113423001,28.0
352518113454001,48.0
363620113565501,29.0
365403112452801,32.0
365942111292501,56.0
