index,CAP,GW,Mix,No_CAP,Res,SW
1995,261.3368571428571,223.4007594936709,196.57,124.99021739130436,35.23428571428571,66.9275
1996,276.9585074626866,230.99204022988505,213.317037037037,128.39642857142857,40.156,87.462
1997,266.5896202531645,226.20055137844614,199.40148148148148,154.41142857142856,43.90714285714285,90.33
1998,276.3118032786885,225.97335714285714,200.4544,150.60410714285715,43.61666666666667,95.8111111111111
1999,261.9815773353752,224.7569918699187,209.34821428571428,167.38489510489512,42.16166666666667,66.79375
2000,273.8423054755043,232.3228717948718,196.83461538461538,169.62096296296295,43.957142857142856,100.695
2001,254.39725201072386,230.97092807424593,222.20857142857145,179.277890625,43.166,59.825
2002,263.29345646438,221.76856801909307,285.4446153846154,192.05246031746032,52.266,78.46000000000001
2003,266.8359371221282,228.22245119305856,207.18444444444444,186.92101910828023,45.94571428571429,79.888
2004,261.63046272493574,225.27072727272727,170.9544,187.17317567567568,43.33142857142857,84.61636363636363
2005,265.0726900584795,227.22825431034482,206.7956,187.6991875,38.126666666666665,79.76333333333334
2006,267.6618870346598,232.6041478439425,247.72689655172414,198.9033846153846,55.92,79.93499999999999
2007,258.02156286721504,224.9219073083779,235.5767741935484,186.13975308641974,49.32,79.0076923076923
2008,252.16341463414633,214.31443514644351,371.61538461538464,187.51854304635762,47.145,52.535714285714285
2009,255.549184123484,232.79261904761904,289.9934782608696,186.45066225165561,34.660000000000004,79.42615384615384
2010,253.33284280936454,224.22645217391306,256.91655172413795,185.21459119496853,34.80571428571428,98.035
2011,252.70452272727275,229.02159649122805,235.25387096774193,187.1649689440994,41.7825,75.50500000000001
2012,249.4474074074074,228.40339449541287,239.885625,189.75864516129033,43.0075,83.70916666666666
2013,251.09352806414662,227.84733446519522,231.035,191.12006369426751,44.645,84.44090909090909
2014,251.0201970954357,223.1034476534296,236.74363636363637,195.24105633802816,44.2425,76.76166666666667
2015,249.5869458128079,227.26980836236933,240.07580645161292,191.98013245033113,45.01428571428572,84.825
2016,246.45782511210763,226.48352517985612,214.73709677419356,200.86585714285715,45.6,100.009
2017,250.97303072625698,227.81756272401432,208.0292857142857,189.66960784313727,46.06428571428571,93.1190909090909
2018,242.22777540106952,238.19685920577618,195.16000000000003,198.82289655172414,46.628571428571426,94.5781818181818
2019,243.04739130434783,231.55242592592592,227.78633333333335,186.52214285714285,46.01428571428572,92.20363636363636
2020,244.98751196172248,236.20376181474478,235.8258620689655,173.9461403508772,46.65714285714285,91.81363636363636
2021,251.52921001926782,244.08103313840158,230.608,194.82999999999998,45.68571428571429,103.59333333333333
2022,249.65480686695278,236.77835095137422,191.68055555555554,186.0773722627737,59.05,96.569
2023,257.17984732824425,232.09252100840334,329.44166666666666,137.2216923076923,44.26666666666667,158.15
